isotope       atom fraction
Sr-84       1.5930744226544576e-13
Sr-86       4.435477027095218e-07
Sr-87       5.104524810419553e-09
Sr-88       0.0011061271085631482
Sr-89       0.00010927483357012074
Sr-90       0.001755575126070024
Y-89       0.001380660255291691
Y-90       4.5590510494440895e-07
Y-91       0.00016312371221301232
Zr-90       5.523777898534366e-05
Zr-91       0.0017346838675629688
Zr-92       0.0020154016271712667
Zr-93       0.002196929110211021
Zr-94       0.0022478885013364155
Zr-95       0.00022520994951060133
Zr-96       0.002287124413047097
Nb-93       3.5198996603611133e-10
Nb-94       1.3425976010243745e-10
Nb-95       0.00012552945142114781
Mo-94       4.386845960818673e-10
Mo-95       0.001927325463748401
Mo-96       4.123808918031322e-05
Mo-97       0.0022226134436998863
Mo-98       0.002185578526572882
Mo-99       9.654271655487187e-06
Mo-100       0.0024564009055735715
Tc-99       0.0022474883205030193
Ru-98       4.986562414757164e-15
Ru-99       8.59427448299186e-08
Ru-100       0.00011332211699878403
Ru-101       0.0020702991614980344
Ru-102       0.001871445667376025
Ru-103       9.702839056631146e-05
Ru-104       0.0010416888993674642
Ru-105       2.3655689514116385e-07
Ru-106       0.00022443960140631418
Rh-103       0.0010622254521358277
Rh-105       1.7780307278348998e-06
Pd-104       0.0003076535677034196
Pd-105       0.0006143494299123713
Pd-106       0.00023365831260472567
Pd-107       0.000239956613221241
Pd-108       0.00015206871669045
Pd-110       5.4868248365778285e-05
Ag-107       2.4873694450670513e-11
Ag-109       8.015358337371015e-05
Ag-111       5.054338495904128e-07
Cd-108       2.0855424132428425e-11
Cd-110       1.3787957764088237e-05
Cd-111       2.7027394935855836e-05
Cd-112       1.3274543944879151e-05
Cd-113       1.8254157765165532e-07
Cd-114       2.2469699044233924e-05
Cd-116       9.794153046796944e-06
In-113       7.046102168848213e-09
In-115       4.64004219311206e-06
Sn-112       2.7563455352227555e-16
Sn-114       1.975310783680148e-10
Sn-115       3.7736961639045946e-07
Sn-116       3.026704068257463e-06
Sn-117       8.423342697018157e-06
Sn-118       9.256819327773512e-06
Sn-119       8.361196432595558e-06
Sn-120       9.140675935899286e-06
Sn-122       1.2608060956896125e-05
Sn-123       1.6875352893737765e-07
Sn-124       1.9449607054746436e-05
Sn-125       1.0487011589708336e-07
Sn-126       4.4909748326720794e-05
Sb-121       7.748974327613445e-06
Sb-123       9.27328131205639e-06
Sb-124       3.747429749203517e-08
Sb-125       1.6475717761478295e-05
Sb-126       1.2425069175806902e-08
Te-120       1.904624296472123e-18
Te-122       2.0186576439520787e-07
Te-123       8.15444846203292e-10
Te-124       1.687426149146487e-07
Te-125       4.82352510522409e-06
Te-126       9.340948252976064e-07
Te-128       0.0002067807126308251
Te-130       0.0009995789616714845
Te-132       1.0959679724062564e-05
I-127       8.4387496591039e-05
I-129       0.0004456804846511432
I-130       1.8689809172430635e-08
I-131       1.889626610238717e-05
I-135       1.3219428130097802e-06
Xe-126       7.4889022610008e-12
Xe-128       1.6592134003920747e-06
Xe-129       4.906180637358229e-09
Xe-130       1.083007570415593e-05
Xe-131       0.0013104103289928253
Xe-132       0.0024855413462599473
Xe-133       2.719328808133633e-05
Xe-134       0.004011412673960713
Xe-135       7.311358396257123e-07
Xe-136       0.0054455152605486406
Cs-133       0.0032123424998584662
Cs-134       0.0001643378972416113
Cs-135       0.0014710374585065833
Cs-136       8.708853531608266e-07
Cs-137       0.0031989182519018213
Ba-132       2.0974386980174305e-11
Ba-134       4.623643873961768e-05
Ba-135       9.604885702638555e-08
Ba-136       2.199503000571272e-05
Ba-137       9.267460499934266e-05
Ba-138       0.0035535421354231937
Ba-140       6.402083877649005e-05
La-138       6.2530347072469055e-09
La-139       0.003361919181359133
La-140       8.590672855491297e-06
Ce-140       0.0033415827190074673
Ce-141       0.00015526743485193514
Ce-142       0.003173652289284233
Ce-143       6.361983939138946e-06
Ce-144       0.001171620339955967
Pr-141       0.0029786368931552483
Pr-142       8.008928158979858e-08
Pr-143       6.349078107261927e-05
Nd-142       2.6891424402690634e-05
Nd-143       0.0031252213134243863
Nd-144       0.0017782399132705387
Nd-145       0.0020604310659472487
Nd-146       0.0017822235315666163
Nd-147       2.0815496999278243e-05
Nd-148       0.0009883466132795762
Nd-150       0.00041051641292026486
Pm-147       0.0006908685527671417
Pm-148       2.2740730608670255e-06
Pm-149       2.810278997541796e-06
Pm-151       5.436656712100286e-07
Sm-147       0.0002741211423705237
Sm-148       0.00017342836867295728
Sm-149       8.24969150038115e-06
Sm-150       0.0006628086003309351
Sm-151       4.536768253039089e-05
Sm-152       0.00032770899396981386
Sm-153       1.4850619777133222e-06
Sm-154       6.418554956950824e-05
Eu-151       3.974668797439814e-08
Eu-152       1.1292375516917626e-07
Eu-153       0.00021768564034086392
Eu-154       2.2444051090820824e-05
Eu-155       5.321095401438272e-06
Eu-156       4.186364458306257e-06
Eu-157       2.0597944146213913e-08
Gd-152       2.8674230015469453e-09
Gd-154       1.446590047593669e-06
Gd-155       8.605315835986011e-08
Gd-156       7.813357966695484e-05
Gd-157       2.2139277006114068e-07
Gd-158       2.1504262783666266e-05
Gd-160       2.4323900555698167e-06
Tb-159       3.701727279025915e-06
Tb-160       4.5474276152377266e-08
Dy-160       1.065572419106048e-07
Dy-161       1.009847238055666e-06
Dy-162       9.25536412474298e-07
Dy-163       5.071982832649313e-07
Dy-164       1.4901188082444162e-07
Ho-165       2.6241403398990485e-07
Er-162       1.7257707490009686e-22
Er-164       9.209616179470674e-13
Er-166       7.032687015910509e-08
Er-167       9.019312003153032e-09
Er-168       4.231894123123984e-08
Er-170       4.8360398512866535e-09
Lu-175       1.944706044944301e-10
Lu-176       9.352589877220308e-13
Hf-174       1.5338021842171574e-21
Hf-176       6.373925699008238e-12
Hf-177       3.155316731099548e-11
Hf-178       4.778068200557889e-11
Hf-179       2.1578205287655104e-11
Hf-180       8.746288629568665e-12
Ta-181       3.582209635124647e-12
Ta-182       2.1977840419914578e-14
W-182       3.61678889713763e-14
W-183       1.4324018180459953e-12
W-184       7.065665554589909e-13
W-186       1.8127100350562323e-13
Re-185       1.9163386808678946e-13
Re-187       1.070974860356893e-13
Ir-191       1.2447533872590718e-16
Ir-193       1.0914841280684339e-16
Au-197       1.8942650698985333e-18
Hg-196       8.774073912432859e-21
Hg-198       6.837125918645075e-19
Hg-199       5.46444199496448e-19
Hg-200       6.81601637968344e-19
Hg-201       2.551989554641552e-22
Pb-206       4.425517981355023e-19
Pb-207       1.2604604849698617e-16
Pb-208       2.359066012868955e-13
Bi-209       4.4185239117895365e-18
Ra-223       6.4106331954533714e-18
Ra-224       5.083806357272373e-15
Ra-225       5.555192093955945e-19
Ra-226       1.792437237837153e-17
Ac-225       3.5538695561050623e-19
Ac-226       3.585902212814618e-23
Ac-227       5.2144563043572004e-15
Th-227       1.0772777084828787e-17
Th-228       1.0084466051387803e-12
Th-229       1.1041352994151095e-13
Th-230       2.727932696051645e-12
Th-232       6.275972345015644e-10
Th-234       1.0136216709161047e-11
Pa-231       1.2982684787068354e-10
Pa-232       5.204451783522302e-13
Pa-233       1.7305456339448974e-11
U-232       1.5070810185690387e-10
U-233       3.503255775699419e-10
U-234       1.2193055242626675e-06
U-235       0.0810174282727089
U-236       0.01651873720106836
U-237       1.5488089654695046e-05
U-238       0.6971550298590341
Np-235       3.3244477033229687e-13
Np-236       7.801234306447375e-11
Np-237       0.0005561931502991091
Np-238       1.6609960241044746e-06
Np-239       9.334036038581042e-05
Pu-236       2.403749840925186e-13
Pu-237       1.1627617915076119e-11
Pu-238       0.00016217146372990885
Pu-239       0.004157287682752467
Pu-240       0.0023251961623333545
Pu-241       0.0019048152918698803
Pu-242       0.0007304364326691635
Pu-243       7.89788707273143e-08
Pu-244       5.663368249238015e-09
Pu-246       4.4051542339465355e-27
Am-241       3.649694675665504e-05
Am-242       1.7258253191146137e-07
Am-243       5.199385857972268e-05
Am-244       1.5217421891016345e-09
Cm-240       2.0938643555736897e-15
Cm-241       3.6707769295703163e-13
Cm-242       2.157684103481398e-05
Cm-243       1.9312999870255375e-07
Cm-244       6.5478952213081726e-06
Cm-245       1.2970315561308842e-07
Cm-246       4.7112470963997114e-09
Cm-247       1.5655438003206065e-11
Cm-248       3.978079429542621e-13
Cm-249       2.0359654649964525e-18
Cm-250       4.832238133369391e-21
Bk-249       2.1631502098648287e-15
Cf-249       3.3979900264784106e-16
Cf-251       7.422444957600254e-23
