isotope,atom_fraction
Zr-92,0.00124443507415
Zr-93,0.001352585536615
Zr-94,0.001376392642537
Zr-95,0.000233326915921
Zr-96,0.001394889072424
Nb-93,1.25102795107684E-10
Nb-94,6.63410741474205E-11
Nb-95,0.000129045790191
Mo-94,1.20073112034526E-10
Mo-95,0.001043220470354
Mo-96,1.17446873611947E-05
Mo-97,0.001349484611054
Mo-98,0.001320876072004
Mo-99,9.92568988311847E-06
Mo-100,0.001478259411269
Tc-99,0.001382221655102
Ru-98,7.09836416747027E-16
Ru-99,4.95093229497482E-08
Ru-100,3.79170447158472E-05
Ru-101,0.001246944914194
Ru-102,0.001096972877957
Ru-103,9.14882164059459E-05
Ru-104,0.000576955845591
Ru-105,2.02032120535277E-07
Ru-106,0.000134643824723
Rh-103,0.000657377122384
Rh-105,1.53534008501702E-06
Pd-104,9.54748608812177E-05
Pd-105,0.000327831487191
Pd-106,8.53035522315E-05
Pd-107,0.000108153190551
Pd-108,6.46466593091965E-05
Pd-110,2.31011679417111E-05
Ag-107,6.93242372863642E-12
Ag-109,3.46192422091016E-05
Ag-111,3.54907750706664E-07
Cd-108,5.03484825121982E-12
Cd-110,3.28776314657073E-06
Cd-111,1.2132712269406E-05
Cd-112,6.31264782942988E-06
Cd-113,1.85471723058275E-07
Cd-114,1.10333841430018E-05
Cd-116,5.34225818846107E-06
In-113,2.28473649140997E-09
In-115,2.83683764566904E-06
Sn-112,4.84039020957016E-17
Sn-114,3.37092433207794E-11
Sn-115,1.9133074458067E-07
Sn-116,1.00602755086523E-06
Sn-117,4.56914561237945E-06
Sn-118,5.13915211100853E-06
Sn-119,4.35317205789108E-06
Sn-120,5.17657237108093E-06
Sn-122,6.86995962986671E-06
Sn-123,1.17888823706605E-07
Sn-124,1.03355394873623E-05
Sn-125,8.7223761737427E-08
Sn-126,2.40530884336624E-05
Sb-121,4.23202680766395E-06
Sb-123,4.93835581388609E-06
Sb-124,1.75729724366764E-08
Sb-125,9.71380845913619E-06
Sb-126,9.49519775387722E-09
Te-120,2.65037289894128E-19
Te-122,6.19783174105218E-08
Te-123,1.5884104708694E-10
Te-124,4.9686193923845E-08
Te-125,1.67473623730132E-06
Te-126,4.55318630340568E-07
Te-128,0.00011781243727
Te-130,0.000595003050485
Te-132,1.11578758466206E-05
I-127,4.5576330852223E-05
I-129,0.000259812093919
I-130,8.79768956230155E-09
I-131,1.91314376058645E-05
I-135,1.3502211945446E-06
Xe-126,2.16647391978381E-12
Xe-128,4.97793126269171E-07
Xe-129,7.9149897312667E-10
Xe-130,3.31368906673268E-06
Xe-131,0.000831734618987
Xe-132,0.001428089891264
Xe-133,2.78060267889194E-05
Xe-134,0.002427151726645
Xe-135,8.7204937937099E-07
Xe-136,0.003212577068739
Cs-133,0.001980654820314
Cs-134,6.12099062377105E-05
Cs-135,0.000937934499244
Cs-136,4.97150207098546E-07
Cs-137,0.001945444310715
Ba-132,6.96621563299342E-12
Ba-134,1.02405111233874E-05
Ba-135,1.16036452630846E-08
Ba-136,8.03936321778196E-06
Ba-137,3.39398576088562E-05
Ba-138,0.002151460347638
Ba-140,6.61642031733237E-05
La-138,2.85464296018223E-09
La-139,0.002043682723731
La-140,8.79421579818304E-06
Ce-140,0.001990657805995
Ce-141,0.000159873173337
Ce-142,0.001928821167236
Ce-143,6.66329794568553E-06
Ce-144,0.000991295881043
Pr-141,0.001750258779197
Pr-142,3.79518732932658E-08
Pr-143,6.62704166940153E-05
Nd-142,7.96975153106161E-06
Nd-143,0.001876596488355
Nd-144,0.000813108150286
Nd-145,0.001284019616579
Nd-146,0.00105157751021
Nd-147,2.13813818943493E-05
Nd-148,0.000595834207659
Nd-150,0.000242265038309
Pm-147,0.000524562934678
Pm-148,1.50293041140874E-06
Pm-149,2.53192845484818E-06
Pm-151,5.2397639597184E-07
Sm-147,0.000113303818815
Sm-148,6.64289185489514E-05
Sm-149,9.66033795385654E-06
Sm-150,0.000380407179934
Sm-151,4.5028712854274E-05
Sm-152,0.00019476995293
Sm-153,9.3032313650246E-07
Sm-154,3.47692869943251E-05
Eu-151,4.8893775585398E-08
Eu-152,1.16763033136262E-07
Eu-153,9.99689295392453E-05
Eu-154,8.31249019500548E-06
Eu-155,2.76719867807864E-06
Eu-156,1.94090659266447E-06
Eu-157,1.38198522089525E-08
Gd-152,1.18525377340887E-09
Gd-154,3.21696019519193E-07
Gd-155,5.20060681758673E-08
Gd-156,2.78294883371543E-05
Gd-157,1.83716653752328E-07
Gd-158,9.07082563314841E-06
Gd-160,8.45745164477807E-07
Tb-159,1.40865681817164E-06
Tb-160,1.39492544691786E-08
Dy-160,2.205540125682E-08
Dy-161,3.20759376314464E-07
Dy-162,2.55529906684966E-07
Dy-163,1.32302216711408E-07
Dy-164,5.39671989868553E-08
Ho-165,5.91797548255198E-08
Er-162,2.23777702044669E-23
Er-164,4.05532861241075E-13
Er-166,1.7118018460632E-08
Er-167,3.91017619654786E-09
Er-168,9.59668259042839E-09
Er-170,1.21405327854843E-09
Lu-175,4.85147533643001E-11
Lu-176,2.11789578386478E-13
Hf-174,5.91690243499705E-23
Hf-176,9.14527512748931E-13
Hf-177,8.97025015893193E-12
Hf-178,9.50547354825919E-12
Hf-179,4.24050206462325E-12
Hf-180,1.88966402510481E-12
Ta-181,7.23792400497482E-13
Ta-182,7.09869153791076E-15
W-182,7.50308496814647E-15
W-183,3.06655166503455E-13
W-184,1.51200584750892E-13
W-186,4.00627760807768E-14
Re-185,3.67510603303104E-14
Re-187,2.29790405801625E-14
Ir-191,1.07039221691444E-16
Ir-193,6.67161861104793E-17
Au-197,9.19910937770283E-20
Hg-196,3.8397097092329E-22
Hg-198,2.77331868659109E-20
Hg-199,2.89467309015519E-20
Hg-200,2.61966373289887E-20
Hg-201,4.73959648839335E-24
Pb-206,6.9536027774113E-20
Pb-207,3.10633626717714E-17
Pb-208,3.81061011452289E-14
Bi-209,3.79625128325816E-19
Ra-223,2.98005311975904E-18
Ra-224,1.47991445071779E-15
Ra-225,8.81173011674914E-20
Ra-226,3.60786778200422E-18
Ac-225,5.40227610255047E-20
Ac-226,3.22000655901313E-23
Ac-227,2.55784528138679E-15
Th-227,5.14738184013745E-18
Th-228,2.97061393872497E-13
Th-229,1.85878208021881E-14
Th-230,8.11303066051503E-13
Th-232,2.39228677473351E-10
Th-234,1.02734300399031E-11
Pa-231,1.34153678424833E-10
Pa-232,4.28994409476023E-13
Pa-233,6.55741179543447E-12
U-232,6.87790745667188E-11
U-233,1.94903629193658E-10
U-234,4.44100736579858E-07
U-235,0.11614193866167
U-236,0.010737022958127
U-237,9.15527811317088E-06
U-238,0.706700026054688
Np-235,6.91938347275699E-14
Np-236,2.42355065180008E-11
Np-237,0.000223288465109
Np-238,5.40176685964305E-07
Np-239,8.39125006681279E-05
Pu-236,2.1864707975236E-14
Pu-237,2.05713219266093E-12
Pu-238,3.20988535622806E-05
Pu-239,0.004373323527228
Pu-240,0.001640762460477
Pu-241,0.000964060479119
Pu-242,0.000156238452085
Pu-243,1.51336989101096E-08
Pu-244,4.48592077150882E-10
Pu-246,9.99389205822006E-30
Am-241,1.41907811052717E-05
Am-242,5.31545928045782E-08
Am-243,5.9825947700549E-06
Am-244,1.52952016607501E-10
Cm-240,2.13479173604328E-16
Cm-241,5.85156475124972E-14
Cm-242,4.28781618689706E-06
Cm-243,1.96550484381778E-08
Cm-244,3.90020049173634E-07
Cm-245,4.69120022494126E-09
Cm-246,7.97090642122666E-11
Cm-247,1.4822242310479E-13
Cm-248,1.98945744771346E-15
Cm-249,9.14964006669581E-21
Cm-250,1.21211633677555E-23
Bk-249,6.32750680997868E-18
Cf-249,6.11388850393714E-19
Cf-251,9.58886207435007E-26
