isotope,atom_fraction
Pd-107,5.86139806613531E-05
Pd-108,3.35028350425408E-05
Pd-110,1.20585582747368E-05
Ag-107,2.55586041854255E-12
Ag-109,1.79671754495171E-05
Ag-111,2.79067387158502E-07
Cd-108,1.65862461158136E-12
Cd-110,1.10114270304535E-06
Cd-111,6.6237416187639E-06
Cd-112,3.60792907395507E-06
Cd-113,1.76360142831677E-07
Cd-114,6.55382678603296E-06
Cd-116,3.37599805061421E-06
In-113,9.50456188802019E-10
In-115,1.9059225314387E-06
Sn-112,1.28530904745064E-17
Sn-114,8.48511833598114E-12
Sn-115,1.16970270288814E-07
Sn-116,4.27467052600712E-07
Sn-117,2.86488052393476E-06
Sn-118,3.26259217289017E-06
Sn-119,2.64439738385677E-06
Sn-120,3.32030441678967E-06
Sn-122,4.30828674874171E-06
Sn-123,9.16603552274869E-08
Sn-124,6.36064034615764E-06
Sn-125,7.80685625796081E-08
Sn-126,1.48422397537649E-05
Sb-121,2.66273763845663E-06
Sb-123,3.07766203007814E-06
Sb-124,9.96920591878499E-09
Sb-125,6.37212460077322E-06
Sb-126,7.92766370595966E-09
Te-120,4.6788744614198E-20
Te-122,2.50200353802944E-08
Te-123,4.27866228196614E-11
Te-124,1.88682757127029E-08
Te-125,7.13094013218974E-07
Te-126,2.62462955366337E-07
Te-128,7.56222253968886E-05
Te-130,0.000392976098834
Te-132,1.12479317513966E-05
I-127,2.78990098034011E-05
I-129,0.000167560094045
I-130,5.28123861918976E-09
I-131,1.92055290806298E-05
I-135,1.36441673957694E-06
Xe-126,8.111884607394E-13
Xe-128,1.95155948624122E-07
Xe-129,2.00302495031419E-10
Xe-130,1.35938840006592E-06
Xe-131,0.000561816464494
Xe-132,0.000926560210077
Xe-133,2.812596704426E-05
Xe-134,0.0016223532801
Xe-135,9.2827875649213E-07
Xe-136,0.002121049989831
Cs-133,0.00132592675558
Cs-134,2.74497326691528E-05
Cs-135,0.000637966256362
Cs-136,3.33131584382012E-07
Cs-137,0.001302030776855
Ba-132,2.83481050808859E-12
Ba-134,3.01269370131465E-06
Ba-135,2.20417671643119E-09
Ba-136,3.70783208698859E-06
Ba-137,1.51693091429353E-05
Ba-138,0.001437750479462
Ba-140,6.73827500842169E-05
La-138,1.46242844226997E-09
La-139,0.001367662882806
La-140,8.92555723152293E-06
Ce-140,0.001304604050059
Ce-141,0.000162303524296
Ce-142,0.001291255763617
Ce-143,6.82979442465746E-06
Ce-144,0.000801472763149
Pr-141,0.00111766439001
Pr-142,2.22683606916438E-08
Pr-143,6.78232071654351E-05
Nd-142,3.07209721311478E-06
Nd-143,0.001233961790274
Nd-144,0.000411543674388
Nd-145,0.000869478099863
Nd-146,0.000695019269494
Nd-147,2.16956937433548E-05
Nd-148,0.000397240639938
Nd-150,0.000159513841544
Pm-147,0.000389075271256
Pm-148,1.05043194454094E-06
Pm-149,2.38900683802329E-06
Pm-151,5.12605115004958E-07
Sm-147,5.28846742553923E-05
Sm-148,2.95771840170596E-05
Sm-149,1.00415849106615E-05
Sm-150,0.000243121579283
Sm-151,4.15484510453122E-05
Sm-152,0.000121834029429
Sm-153,6.80755334248034E-07
Sm-154,2.17205171915738E-05
Eu-151,4.64580380897574E-08
Eu-152,8.35660925404769E-08
Eu-153,5.52609056557791E-05
Eu-154,3.63866286698804E-06
Eu-155,1.89986670121386E-06
Eu-156,1.31887071315618E-06
Eu-157,1.07992911158206E-08
Gd-152,4.57700739534038E-10
Gd-154,9.44627679531564E-08
Gd-155,3.78526669689061E-08
Gd-156,1.40291581641174E-05
Gd-157,1.55072899379163E-07
Gd-158,4.78525157523423E-06
Gd-160,3.92517819789605E-07
Tb-159,6.99409291764942E-07
Tb-160,5.88967679286091E-09
Dy-160,6.50743512566189E-09
Dy-161,1.31025070256586E-07
Dy-162,9.77498289535767E-08
Dy-163,5.09693588221184E-08
Dy-164,2.47383392536194E-08
Ho-165,1.94321226079617E-08
Er-162,1.69017676005012E-23
Er-164,2.05512691305944E-13
Er-166,6.129964134485E-09
Er-167,1.78019585798694E-09
Er-168,3.0714970857952E-09
Er-170,4.10106096672351E-10
Lu-175,1.64651295113168E-11
Lu-176,6.40240375189742E-14
Hf-174,2.28012010087244E-23
Hf-176,2.21927992064059E-13
Hf-177,2.93872346275748E-12
Hf-178,2.62429311865088E-12
Hf-179,1.195817334128E-12
Hf-180,5.54534010399531E-13
Ta-181,1.90979608050144E-13
Ta-182,2.93510451316365E-15
W-182,2.35808209538863E-15
W-183,8.93263145962342E-14
W-184,4.26734169843772E-14
W-186,1.14106026263552E-14
Re-185,9.14603127876273E-15
Re-187,6.53303146512574E-15
Ir-191,9.03653532145413E-17
Ir-193,4.65403282752451E-17
Au-197,7.64258504348337E-21
Hg-196,2.68798845006982E-23
Hg-198,1.91945267464375E-21
Hg-199,2.21787962356158E-21
Hg-200,1.78155069087508E-21
Hg-201,1.94859522099603E-25
Pb-206,1.32852730729849E-20
Pb-207,9.03457126840823E-18
Pb-208,8.13867210865883E-15
Bi-209,4.89518398877526E-20
Ra-223,1.40459799147419E-18
Ra-224,4.95685161728106E-16
Ra-225,1.83425278093991E-20
Ra-226,1.07580096305041E-18
Ac-225,1.07079990205392E-20
Ac-226,2.37082116167242E-23
Ac-227,1.30528601292207E-15
Th-227,2.51126914013021E-18
Th-228,1.00966875100046E-13
Th-229,4.14677066423143E-15
Th-230,3.56532912710315E-13
Th-232,1.09046771102739E-10
Th-234,1.03367384378361E-11
Pa-231,1.12170161016001E-10
Pa-232,3.29761778554195E-13
Pa-233,2.80495872035863E-12
U-232,3.39061024156214E-11
U-233,1.36832665999238E-10
U-234,2.68045958006055E-07
U-235,0.135259604994887
U-236,0.007439169160661
U-237,6.05616665985315E-06
U-238,0.711130869456897
Np-235,2.41235724645781E-14
Np-236,7.84357313851322E-12
Np-237,0.000102642685176
Np-238,2.28199322553658E-07
Np-239,7.95287814622014E-05
Pu-236,4.5050375811818E-15
Pu-237,6.30326453727064E-13
Pu-238,8.87090018125038E-06
Pu-239,0.003919931630269
Pu-240,0.001044948963121
Pu-241,0.000431399705112
Pu-242,3.9814992375547E-05
Pu-243,3.65086545581948E-09
Pu-244,5.84487637917054E-11
Pu-246,8.0859336472413E-32
Am-241,4.58837344305968E-06
Am-242,1.57449767278222E-08
Am-243,9.45600613216336E-07
Am-244,2.2710636340497E-11
Cm-240,4.44799820730729E-17
Cm-241,9.34470979289602E-15
Cm-242,8.81268783125123E-07
Cm-243,2.47022406860629E-09
Cm-244,3.80272494618744E-08
Cm-245,2.97902292155101E-10
Cm-246,3.04380030071282E-12
Cm-247,3.6055467503531E-15
Cm-248,3.04309105933513E-17
Cm-249,1.31838879273288E-22
Cm-250,1.10289762081321E-25
Bk-249,6.29225311024018E-20
Cf-249,4.07254582620535E-21
Cf-251,5.44809219970902E-28
