isotope       atom fraction
Sn-115       4.908781969768567e-07
Sn-116       4.568586738785153e-06
Sn-117       1.0589965923792296e-05
Sn-118       1.1514174185923321e-05
Sn-119       1.065245298964054e-05
Sn-120       1.1260587665421277e-05
Sn-122       1.5802769753237366e-05
Sn-123       1.950706122883507e-07
Sn-124       2.4604896133633587e-05
Sn-125       1.1319527430588177e-07
Sn-126       5.657025926819515e-05
Sb-121       9.705869446288743e-06
Sb-123       1.1775492002782138e-05
Sb-124       5.056422443254551e-08
Sb-125       1.9926552273510624e-05
Sb-126       1.3953807490408949e-08
Te-120       3.625150287832699e-18
Te-122       3.148511319616458e-07
Te-123       1.4683187084349379e-09
Te-124       2.652689640792655e-07
Te-125       7.0331239131823495e-06
Te-126       1.223482196280199e-06
Te-128       0.00025368657257254714
Te-130       0.0012035354516797333
Te-132       1.0814446387421798e-05
I-127       0.00010533118156463104
I-129       0.0005388895473523968
I-130       2.6075388700691195e-08
I-131       1.8696184675651513e-05
I-135       1.3022868452626146e-06
Xe-126       1.2155507957824304e-11
Xe-128       2.5976519063752267e-06
Xe-129       9.94481198192679e-09
Xe-130       1.7192856838184566e-05
Xe-131       0.0015154978074967786
Xe-132       0.0030517609674435638
Xe-133       2.6782938751977217e-05
Xe-134       0.004799898030136931
Xe-135       6.459270715011808e-07
Xe-136       0.0066041006348810365
Cs-133       0.003789872378445758
Cs-134       0.0002337107219152086
Cs-135       0.0017022768318335631
Cs-136       1.0998724109996098e-06
Cs-137       0.0038152856043525986
Ba-132       3.201666255979943e-11
Ba-134       7.900839138052323e-05
Ba-135       2.1001384379957073e-07
Ba-136       3.214809459786451e-05
Ba-137       0.0001326572211465644
Ba-138       0.0042493205818216525
Ba-140       6.274429062585602e-05
La-138       8.209063184689801e-09
La-139       0.004009432099335247
La-140       8.479531218177925e-06
Ce-140       0.004015708092848389
Ce-141       0.000152572130997326
Ce-142       0.0037873710766832738
Ce-143       6.189548524231043e-06
Ce-144       0.0012071009436466198
Pr-141       0.003579535639327757
Pr-142       1.1052479358782579e-07
Pr-143       6.191131166073487e-05
Nd-142       4.2745700861585854e-05
Nd-143       0.003738527474994034
Nd-144       0.0023031349933961627
Nd-145       0.0024229609912833215
Nd-146       0.002164335484685214
Nd-147       2.0460102678555464e-05
Nd-148       0.0011843618367149442
Nd-150       0.0004967339717939018
Pm-147       0.0007329832876069628
Pm-148       2.6268398240327256e-06
Pm-149       2.9494622731793407e-06
Pm-151       5.512250580806922e-07
Sm-147       0.0003673220759886261
Sm-148       0.00024148112953590085
Sm-149       7.3091311931190285e-06
Sm-150       0.0008057429724026613
Sm-151       4.413733420580441e-05
Sm-152       0.0003868640644857082
Sm-153       1.8017467811954855e-06
Sm-154       8.066843714296329e-05
Eu-151       3.321583210294828e-08
Eu-152       9.545149438495657e-08
Eu-153       0.00028763242096442994
Eu-154       3.1003044129213055e-05
Eu-155       6.898053618008195e-06
Eu-156       6.06030853607417e-06
Eu-157       2.4534041076434486e-08
Gd-152       3.5969719865229664e-09
Gd-154       2.423688642705135e-06
Gd-155       1.0104349556159427e-07
Gd-156       0.00012224907712179777
Gd-157       2.311284689320475e-07
Gd-158       3.002344340259646e-05
Gd-160       3.6021292159750704e-06
Tb-159       5.320869161227167e-06
Tb-160       7.159189522011559e-08
Dy-160       1.9064740120800111e-07
Dy-161       1.474403693449854e-06
Dy-162       1.4674728136570795e-06
Dy-163       8.475210787860906e-07
Dy-164       2.1274162706709452e-07
Ho-165       4.589624960518339e-07
Er-162       7.575069596506364e-22
Er-164       1.2478949014820462e-12
Er-166       1.2077558299262522e-07
Er-167       1.0917409063608425e-08
Er-168       7.132129984762866e-08
Er-170       7.789790435440792e-09
Lu-175       3.121306252083401e-10
Lu-176       1.4730575383194993e-12
Hf-174       1.125713132116766e-20
Hf-176       1.3028052969006565e-11
Hf-177       4.563347648548094e-11
Hf-178       8.29646321609239e-11
Hf-179       3.887896120606826e-11
Hf-180       1.4972155655237113e-11
Ta-181       6.070359221337971e-12
Ta-182       3.136887088152985e-14
W-182       6.283579279214908e-14
W-183       2.442689440457243e-12
W-184       1.1926388716380743e-12
W-186       2.9865634000490633e-13
Re-185       3.2405228419047907e-13
Re-187       1.799491061787863e-13
Ir-191       1.4457888012870338e-16
Ir-193       1.4222128952202722e-16
Au-197       5.381455237735923e-18
Hg-196       2.5301531413592404e-20
Hg-198       2.0837662810049006e-18
Hg-199       1.3929522124205919e-18
Hg-200       2.1318822312723265e-18
Hg-201       1.0895943346664923e-21
Pb-206       8.041175810391852e-19
Pb-207       1.983505010721756e-16
Pb-208       4.350400459954338e-13
Bi-209       1.0206948406635148e-17
Ra-223       7.865693574378725e-18
Ra-224       7.464875884315463e-15
Ra-225       1.024060228489403e-18
Ra-226       3.4134037240849344e-17
Ac-225       6.625684595180583e-19
Ac-226       3.22032141930669e-23
Ac-227       6.357881585024852e-15
Th-227       1.3121010438143258e-17
Th-228       1.4760772917200254e-12
Th-229       2.0031788860390415e-13
Th-230       4.728897442653467e-12
Th-232       8.803545300668759e-10
Th-234       1.0061054296561518e-11
Pa-231       1.1117058422468537e-10
Pa-232       5.162432159770024e-13
Pa-233       2.36133801149848e-11
U-232       1.9014441216267248e-10
U-233       4.605014788089697e-10
U-234       2.0524590785813694e-06
U-235       0.06474769690296438
U-236       0.019038089887476187
U-237       1.8842897393574686e-05
U-238       0.6919173700526337
Np-235       6.879625845750764e-13
Np-236       1.0675374009427669e-10
Np-237       0.000747542682993176
Np-238       2.5556209411227175e-06
Np-239       9.927348347803263e-05
Pu-236       7.055435524903709e-13
Pu-237       2.1334830644003167e-11
Pu-238       0.0002880690118175181
Pu-239       0.0038013874621959584
Pu-240       0.002441416050469069
Pu-241       0.0021209310773740316
Pu-242       0.001197523231806998
Pu-243       1.3815735633119815e-07
Pu-244       1.4219036433660014e-08
Pu-246       4.217476736474533e-26
Am-241       4.086726871617399e-05
Am-242       2.2492069273970006e-07
Am-243       0.00010783885027705624
Am-244       3.4243457823404566e-09
Cm-240       6.512325599304793e-15
Cm-241       5.922982521492395e-13
Cm-242       3.302973525181945e-05
Cm-243       3.8386795975639064e-07
Cm-244       1.769630066565187e-05
Cm-245       4.112394775521873e-07
Cm-246       2.0879866592514197e-08
Cm-247       8.544692403001335e-11
Cm-248       2.804314005813068e-12
Cm-249       1.523411016709002e-17
Cm-250       4.5126212488049116e-20
Bk-249       1.8548380480595623e-14
Cf-249       3.4291846642955174e-15
Cf-251       9.052456660785653e-22
