isotope,atom_fraction
Hf-178,2.37312412179034E-11
Hf-179,1.05444394911181E-11
Hf-180,4.49317078257862E-12
Ta-181,1.81086617919827E-12
Ta-182,1.35631257650297E-14
W-182,1.80599160973237E-14
W-183,7.34093791741907E-13
W-184,3.63992105043348E-13
W-186,9.51505046528717E-14
Re-185,9.53678595227132E-14
Re-187,5.52858026547377E-14
Ir-191,1.15062575260318E-16
Ir-193,8.62431383885389E-17
Au-197,5.11803420316186E-19
Hg-196,2.29121134720196E-21
Hg-198,1.7087730507949E-19
Hg-199,1.57976065817684E-19
Hg-200,1.65610769300192E-19
Hg-201,4.41762405020317E-23
Pb-206,2.03149501360642E-19
Pb-207,6.97045244931853E-17
Pb-208,1.07956253281483E-13
Bi-209,1.53489824926772E-18
Ra-223,4.71558210880639E-18
Ra-224,3.02944488525147E-15
Ra-225,2.52903758993103E-19
Ra-226,8.66964915375597E-18
Ac-225,1.59189251576549E-19
Ac-226,3.44540208344437E-23
Ac-227,3.90619440750834E-15
Th-227,8.00785359399172E-18
Th-228,6.03670866056389E-13
Th-229,5.14366207024192E-14
Th-230,1.53357047474902E-12
Th-232,4.12417678722512E-10
Th-234,1.02068573669124E-11
Pa-231,1.38682410739495E-10
Pa-232,4.91986840341934E-13
Pa-233,1.14835216609856E-11
U-232,1.0889024261758E-10
U-233,2.75610522132026E-10
U-234,7.24825743714481E-07
U-235,0.098181650180829
U-236,0.013744467024638
U-237,1.23153814912953E-05
U-238,0.702071689976263
Np-235,1.69775979776653E-13
Np-236,4.62656664997758E-11
Np-237,0.000377398989944
Np-238,1.00588014137316E-06
Np-239,8.84912607243053E-05
Pu-236,8.51311727008602E-14
Pu-237,5.24565516083909E-12
Pu-238,7.9702302845133E-05
Pu-239,0.004387267123194
Pu-240,0.002066681038352
Pu-241,0.001495237806281
Pu-242,0.000381590574024
Pu-243,3.87255442158601E-08
Pu-244,1.85358232244704E-09
Pu-246,2.99782384414524E-28
Am-241,2.63262219108144E-05
Am-242,1.09625975210475E-07
Am-243,2.05228468860464E-05
Am-244,5.57025965327643E-10
Cm-240,9.71167022620655E-16
Cm-241,1.63531801800369E-13
Cm-242,1.13211875845558E-05
Cm-243,7.48099084610355E-08
Cm-244,1.91466904465312E-06
Cm-245,3.06639521312453E-08
Cm-246,7.82474803125579E-10
Cm-247,2.02340104564997E-12
Cm-248,3.83256658214279E-14
Cm-249,1.86184908297783E-19
Cm-250,3.4179917245447E-22
Bk-249,1.64758629078261E-16
Cf-249,2.09614671945174E-17
Cf-251,3.85150101055325E-24
