isotope,atom_fraction
Y-90,4.55905104944409E-07
Y-91,0.000163123712213
Zr-90,5.52377789853437E-05
Zr-91,0.001734683867563
Zr-92,0.002015401627171
Zr-93,0.002196929110211
Zr-94,0.002247888501336
Zr-95,0.000225209949511
Zr-96,0.002287124413047
Nb-93,3.51989966036111E-10
Nb-94,1.34259760102437E-10
Nb-95,0.000125529451421
Mo-94,4.38684596081867E-10
Mo-95,0.001927325463748
Mo-96,4.12380891803132E-05
Mo-97,0.0022226134437
Mo-98,0.002185578526573
Mo-99,9.65427165548719E-06
Mo-100,0.002456400905574
Tc-99,0.002247488320503
Ru-98,4.98656241475716E-15
Ru-99,8.59427448299186E-08
Ru-100,0.000113322116999
Ru-101,0.002070299161498
Ru-102,0.001871445667376
Ru-103,9.70283905663115E-05
Ru-104,0.001041688899367
Ru-105,2.36556895141164E-07
Ru-106,0.000224439601406
Rh-103,0.001062225452136
Rh-105,1.7780307278349E-06
Pd-104,0.000307653567703
Pd-105,0.000614349429912
Pd-106,0.000233658312605
Pd-107,0.000239956613221
Pd-108,0.00015206871669
Pd-110,5.48682483657783E-05
Ag-107,2.48736944506705E-11
Ag-109,8.01535833737102E-05
Ag-111,5.05433849590413E-07
Cd-108,2.08554241324284E-11
Cd-110,1.37879577640882E-05
Cd-111,2.70273949358558E-05
Cd-112,1.32745439448792E-05
Cd-113,1.82541577651655E-07
Cd-114,2.24696990442339E-05
Cd-116,9.79415304679694E-06
In-113,7.04610216884821E-09
In-115,4.64004219311206E-06
Sn-112,2.75634553522276E-16
Sn-114,1.97531078368015E-10
Sn-115,3.77369616390459E-07
Sn-116,3.02670406825746E-06
Sn-117,8.42334269701816E-06
Sn-118,9.25681932777351E-06
Sn-119,8.36119643259556E-06
Sn-120,9.14067593589929E-06
Sn-122,1.26080609568961E-05
Sn-123,1.68753528937378E-07
Sn-124,1.94496070547464E-05
Sn-125,1.04870115897083E-07
Sn-126,4.49097483267208E-05
Sb-121,7.74897432761345E-06
Sb-123,9.27328131205639E-06
Sb-124,3.74742974920352E-08
Sb-125,1.64757177614783E-05
Sb-126,1.24250691758069E-08
Te-120,1.90462429647212E-18
Te-122,2.01865764395208E-07
Te-123,8.15444846203292E-10
Te-124,1.68742614914649E-07
Te-125,4.82352510522409E-06
Te-126,9.34094825297606E-07
Te-128,0.000206780712631
Te-130,0.000999578961671
Te-132,1.09596797240626E-05
I-127,8.4387496591039E-05
I-129,0.000445680484651
I-130,1.86898091724306E-08
I-131,1.88962661023872E-05
I-135,1.32194281300978E-06
Xe-126,7.4889022610008E-12
Xe-128,1.65921340039207E-06
Xe-129,4.90618063735823E-09
Xe-130,1.08300757041559E-05
Xe-131,0.001310410328993
Xe-132,0.00248554134626
Xe-133,2.71932880813363E-05
Xe-134,0.004011412673961
Xe-135,7.31135839625712E-07
Xe-136,0.005445515260549
Cs-133,0.003212342499858
Cs-134,0.000164337897242
Cs-135,0.001471037458507
Cs-136,8.70885353160827E-07
Cs-137,0.003198918251902
Ba-132,2.09743869801743E-11
Ba-134,4.62364387396177E-05
Ba-135,9.60488570263856E-08
Ba-136,2.19950300057127E-05
Ba-137,9.26746049993427E-05
Ba-138,0.003553542135423
Ba-140,6.40208387764901E-05
La-138,6.25303470724691E-09
La-139,0.003361919181359
La-140,8.5906728554913E-06
Ce-140,0.003341582719007
Ce-141,0.000155267434852
Ce-142,0.003173652289284
Ce-143,6.36198393913895E-06
Ce-144,0.001171620339956
Pr-141,0.002978636893155
Pr-142,8.00892815897986E-08
Pr-143,6.34907810726193E-05
Nd-142,2.68914244026906E-05
Nd-143,0.003125221313424
Nd-144,0.001778239913271
Nd-145,0.002060431065947
Nd-146,0.001782223531567
Nd-147,2.08154969992782E-05
Nd-148,0.00098834661328
Nd-150,0.00041051641292
Pm-147,0.000690868552767
Pm-148,2.27407306086703E-06
Pm-149,2.8102789975418E-06
Pm-151,5.43665671210029E-07
Sm-147,0.000274121142371
Sm-148,0.000173428368673
Sm-149,8.24969150038115E-06
Sm-150,0.000662808600331
Sm-151,4.53676825303909E-05
Sm-152,0.00032770899397
Sm-153,1.48506197771332E-06
Sm-154,6.41855495695082E-05
Eu-151,3.97466879743981E-08
Eu-152,1.12923755169176E-07
Eu-153,0.000217685640341
Eu-154,2.24440510908208E-05
Eu-155,5.32109540143827E-06
Eu-156,4.18636445830626E-06
Eu-157,2.05979441462139E-08
Gd-152,2.86742300154695E-09
Gd-154,1.44659004759367E-06
Gd-155,8.60531583598601E-08
Gd-156,7.81335796669548E-05
Gd-157,2.21392770061141E-07
Gd-158,2.15042627836663E-05
Gd-160,2.43239005556982E-06
Tb-159,3.70172727902592E-06
Tb-160,4.54742761523773E-08
Dy-160,1.06557241910605E-07
Dy-161,1.00984723805567E-06
Dy-162,9.25536412474298E-07
Dy-163,5.07198283264931E-07
Dy-164,1.49011880824442E-07
Ho-165,2.62414033989905E-07
Er-162,1.72577074900097E-22
Er-164,9.20961617947067E-13
Er-166,7.03268701591051E-08
Er-167,9.01931200315303E-09
Er-168,4.23189412312398E-08
Er-170,4.83603985128665E-09
Lu-175,1.9447060449443E-10
Lu-176,9.35258987722031E-13
Hf-174,1.53380218421716E-21
Hf-176,6.37392569900824E-12
Hf-177,3.15531673109955E-11
Hf-178,4.77806820055789E-11
Hf-179,2.15782052876551E-11
Hf-180,8.74628862956867E-12
Ta-181,3.58220963512465E-12
Ta-182,2.19778404199146E-14
W-182,3.61678889713763E-14
W-183,1.432401818046E-12
W-184,7.06566555458991E-13
W-186,1.81271003505623E-13
Re-185,1.91633868086789E-13
Re-187,1.07097486035689E-13
Ir-191,1.24475338725907E-16
Ir-193,1.09148412806843E-16
Au-197,1.89426506989853E-18
Hg-196,8.77407391243286E-21
Hg-198,6.83712591864508E-19
Hg-199,5.46444199496448E-19
Hg-200,6.81601637968344E-19
Hg-201,2.55198955464155E-22
Pb-206,4.42551798135502E-19
Pb-207,1.26046048496986E-16
Pb-208,2.35906601286896E-13
Bi-209,4.41852391178954E-18
Ra-223,6.41063319545337E-18
Ra-224,5.08380635727237E-15
Ra-225,5.55519209395595E-19
Ra-226,1.79243723783715E-17
Ac-225,3.55386955610506E-19
Ac-226,3.58590221281462E-23
Ac-227,5.2144563043572E-15
Th-227,1.07727770848288E-17
Th-228,1.00844660513878E-12
Th-229,1.10413529941511E-13
Th-230,2.72793269605164E-12
Th-232,6.27597234501564E-10
Th-234,1.0136216709161E-11
Pa-231,1.29826847870684E-10
Pa-232,5.2044517835223E-13
Pa-233,1.7305456339449E-11
U-232,1.50708101856904E-10
U-233,3.50325577569942E-10
U-234,1.21930552426267E-06
U-235,0.081017428272709
U-236,0.016518737201068
U-237,1.5488089654695E-05
U-238,0.697155029859034
Np-235,3.32444770332297E-13
Np-236,7.80123430644738E-11
Np-237,0.000556193150299
Np-238,1.66099602410447E-06
Np-239,9.33403603858104E-05
Pu-236,2.40374984092519E-13
Pu-237,1.16276179150761E-11
Pu-238,0.00016217146373
Pu-239,0.004157287682752
Pu-240,0.002325196162333
Pu-241,0.00190481529187
Pu-242,0.000730436432669
Pu-243,7.89788707273143E-08
Pu-244,5.66336824923802E-09
Pu-246,4.40515423394654E-27
Am-241,3.6496946756655E-05
Am-242,1.72582531911461E-07
Am-243,5.19938585797227E-05
Am-244,1.52174218910163E-09
Cm-240,2.09386435557369E-15
Cm-241,3.67077692957032E-13
Cm-242,2.1576841034814E-05
Cm-243,1.93129998702554E-07
Cm-244,6.54789522130817E-06
Cm-245,1.29703155613088E-07
Cm-246,4.71124709639971E-09
Cm-247,1.56554380032061E-11
Cm-248,3.97807942954262E-13
Cm-249,2.03596546499645E-18
Cm-250,4.83223813336939E-21
Bk-249,2.16315020986483E-15
Cf-249,3.39799002647841E-16
Cf-251,7.42244495760026E-23
