isotope       atom fraction
Cd-111       1.2132712269406013e-05
Cd-112       6.312647829429879e-06
Cd-113       1.8547172305827545e-07
Cd-114       1.1033384143001802e-05
Cd-116       5.342258188461068e-06
In-113       2.2847364914099703e-09
In-115       2.836837645669037e-06
Sn-112       4.8403902095701614e-17
Sn-114       3.370924332077937e-11
Sn-115       1.9133074458066963e-07
Sn-116       1.0060275508652278e-06
Sn-117       4.569145612379453e-06
Sn-118       5.139152111008525e-06
Sn-119       4.353172057891076e-06
Sn-120       5.176572371080933e-06
Sn-122       6.869959629866706e-06
Sn-123       1.1788882370660514e-07
Sn-124       1.0335539487362307e-05
Sn-125       8.7223761737427e-08
Sn-126       2.40530884336624e-05
Sb-121       4.232026807663953e-06
Sb-123       4.9383558138860885e-06
Sb-124       1.7572972436676393e-08
Sb-125       9.713808459136186e-06
Sb-126       9.495197753877215e-09
Te-120       2.6503728989412824e-19
Te-122       6.197831741052182e-08
Te-123       1.588410470869402e-10
Te-124       4.968619392384503e-08
Te-125       1.6747362373013246e-06
Te-126       4.553186303405681e-07
Te-128       0.00011781243727049136
Te-130       0.0005950030504849728
Te-132       1.1157875846620578e-05
I-127       4.557633085222304e-05
I-129       0.0002598120939190116
I-130       8.797689562301552e-09
I-131       1.9131437605864523e-05
I-135       1.3502211945445994e-06
Xe-126       2.1664739197838083e-12
Xe-128       4.977931262691706e-07
Xe-129       7.914989731266698e-10
Xe-130       3.3136890667326806e-06
Xe-131       0.0008317346189872707
Xe-132       0.0014280898912639246
Xe-133       2.7806026788919374e-05
Xe-134       0.0024271517266454433
Xe-135       8.720493793709896e-07
Xe-136       0.0032125770687387325
Cs-133       0.0019806548203136825
Cs-134       6.120990623771054e-05
Cs-135       0.0009379344992437977
Cs-136       4.971502070985463e-07
Cs-137       0.0019454443107145667
Ba-132       6.96621563299342e-12
Ba-134       1.024051112338742e-05
Ba-135       1.160364526308459e-08
Ba-136       8.039363217781963e-06
Ba-137       3.3939857608856226e-05
Ba-138       0.0021514603476381114
Ba-140       6.61642031733237e-05
La-138       2.8546429601822266e-09
La-139       0.002043682723730901
La-140       8.794215798183045e-06
Ce-140       0.001990657805995249
Ce-141       0.00015987317333681096
Ce-142       0.001928821167236472
Ce-143       6.663297945685533e-06
Ce-144       0.0009912958810432838
Pr-141       0.0017502587791971551
Pr-142       3.7951873293265786e-08
Pr-143       6.627041669401526e-05
Nd-142       7.969751531061605e-06
Nd-143       0.0018765964883553454
Nd-144       0.0008131081502858585
Nd-145       0.00128401961657932
Nd-146       0.001051577510209745
Nd-147       2.1381381894349336e-05
Nd-148       0.0005958342076588777
Nd-150       0.00024226503830887379
Pm-147       0.0005245629346777132
Pm-148       1.5029304114087393e-06
Pm-149       2.531928454848183e-06
Pm-151       5.239763959718395e-07
Sm-147       0.00011330381881510874
Sm-148       6.642891854895136e-05
Sm-149       9.660337953856537e-06
Sm-150       0.00038040717993364793
Sm-151       4.502871285427399e-05
Sm-152       0.00019476995293045928
Sm-153       9.303231365024598e-07
Sm-154       3.476928699432506e-05
Eu-151       4.889377558539799e-08
Eu-152       1.1676303313626151e-07
Eu-153       9.996892953924531e-05
Eu-154       8.312490195005475e-06
Eu-155       2.7671986780786373e-06
Eu-156       1.940906592664474e-06
Eu-157       1.381985220895248e-08
Gd-152       1.1852537734088668e-09
Gd-154       3.2169601951919275e-07
Gd-155       5.200606817586734e-08
Gd-156       2.782948833715432e-05
Gd-157       1.837166537523278e-07
Gd-158       9.070825633148412e-06
Gd-160       8.457451644778073e-07
Tb-159       1.408656818171644e-06
Tb-160       1.3949254469178569e-08
Dy-160       2.205540125682001e-08
Dy-161       3.2075937631446425e-07
Dy-162       2.5552990668496626e-07
Dy-163       1.3230221671140842e-07
Dy-164       5.3967198986855276e-08
Ho-165       5.9179754825519805e-08
Er-162       2.2377770204466874e-23
Er-164       4.0553286124107475e-13
Er-166       1.7118018460632035e-08
Er-167       3.910176196547864e-09
Er-168       9.596682590428385e-09
Er-170       1.2140532785484325e-09
Lu-175       4.851475336430007e-11
Lu-176       2.117895783864781e-13
Hf-174       5.916902434997048e-23
Hf-176       9.14527512748931e-13
Hf-177       8.970250158931928e-12
Hf-178       9.505473548259188e-12
Hf-179       4.240502064623245e-12
Hf-180       1.889664025104811e-12
Ta-181       7.23792400497482e-13
Ta-182       7.098691537910755e-15
W-182       7.503084968146465e-15
W-183       3.0665516650345487e-13
W-184       1.5120058475089243e-13
W-186       4.0062776080776814e-14
Re-185       3.6751060330310405e-14
Re-187       2.2979040580162514e-14
Ir-191       1.0703922169144377e-16
Ir-193       6.671618611047926e-17
Au-197       9.199109377702834e-20
Hg-196       3.839709709232898e-22
Hg-198       2.7733186865910874e-20
Hg-199       2.894673090155188e-20
Hg-200       2.6196637328988723e-20
Hg-201       4.739596488393353e-24
Pb-206       6.953602777411299e-20
Pb-207       3.1063362671771447e-17
Pb-208       3.8106101145228854e-14
Bi-209       3.7962512832581634e-19
Ra-223       2.9800531197590354e-18
Ra-224       1.4799144507177883e-15
Ra-225       8.811730116749135e-20
Ra-226       3.607867782004217e-18
Ac-225       5.40227610255047e-20
Ac-226       3.2200065590131324e-23
Ac-227       2.5578452813867883e-15
Th-227       5.1473818401374504e-18
Th-228       2.9706139387249745e-13
Th-229       1.8587820802188096e-14
Th-230       8.113030660515029e-13
Th-232       2.392286774733509e-10
Th-234       1.0273430039903121e-11
Pa-231       1.34153678424833e-10
Pa-232       4.2899440947602266e-13
Pa-233       6.557411795434473e-12
U-232       6.877907456671878e-11
U-233       1.949036291936584e-10
U-234       4.441007365798581e-07
U-235       0.11614193866166968
U-236       0.010737022958127016
U-237       9.155278113170876e-06
U-238       0.7067000260546881
Np-235       6.919383472756993e-14
Np-236       2.423550651800079e-11
Np-237       0.00022328846510860664
Np-238       5.401766859643045e-07
Np-239       8.391250066812793e-05
Pu-236       2.1864707975235958e-14
Pu-237       2.057132192660935e-12
Pu-238       3.209885356228056e-05
Pu-239       0.00437332352722776
Pu-240       0.0016407624604773848
Pu-241       0.0009640604791193811
Pu-242       0.0001562384520850634
Pu-243       1.5133698910109563e-08
Pu-244       4.4859207715088165e-10
Pu-246       9.993892058220062e-30
Am-241       1.4190781105271675e-05
Am-242       5.315459280457816e-08
Am-243       5.9825947700549025e-06
Am-244       1.5295201660750132e-10
Cm-240       2.134791736043282e-16
Cm-241       5.851564751249723e-14
Cm-242       4.287816186897056e-06
Cm-243       1.9655048438177818e-08
Cm-244       3.900200491736338e-07
Cm-245       4.691200224941264e-09
Cm-246       7.970906421226657e-11
Cm-247       1.4822242310478955e-13
Cm-248       1.9894574477134613e-15
Cm-249       9.14964006669581e-21
Cm-250       1.2121163367755474e-23
Bk-249       6.3275068099786776e-18
Cf-249       6.113888503937142e-19
Cf-251       9.588862074350069e-26
