isotope       atom fraction
Ce-144       0.0011049994186284981
Pr-141       0.0023672400799163874
Pr-142       5.659938999364587e-08
Pr-143       6.494136076601026e-05
Nd-142       1.563618193994054e-05
Nd-143       0.002503318779390794
Nd-144       0.001275036406135881
Nd-145       0.0016792073318888411
Nd-146       0.0014114243133749149
Nd-147       2.1122709949424894e-05
Nd-148       0.0007917765002332731
Nd-150       0.0003255075609969778
Pm-147       0.0006224370490655073
Pm-148       1.910049116875732e-06
Pm-149       2.6750836926416865e-06
Pm-151       5.347993836584957e-07
Sm-147       0.00018810199643847674
Sm-148       0.00011471880898081926
Sm-149       9.055131198440972e-06
Sm-150       0.0005201320223999031
Sm-151       4.580640202584292e-05
Sm-152       0.0002635023098430314
Sm-153       1.1982528427019166e-06
Sm-154       4.886173851420899e-05
Eu-151       4.5396337963869995e-08
Eu-152       1.2288916944381505e-07
Eu-153       0.00015440016896322087
Eu-154       1.466536050246859e-05
Eu-155       3.9109689391680424e-06
Eu-156       2.8592078221316834e-06
Eu-157       1.7069541815912013e-08
Gd-152       2.035005431169546e-09
Gd-154       7.536011639515305e-07
Gd-155       6.859419578778997e-08
Gd-156       4.8059071534618596e-05
Gd-157       2.0583142400148913e-07
Gd-158       1.4574507985744047e-05
Gd-160       1.5150361975633735e-06
Tb-159       2.3973787426216064e-06
Tb-160       2.668317499203943e-08
Dy-160       5.294482704612265e-08
Dy-161       6.149096588660175e-07
Dy-162       5.239589232044763e-07
Dy-163       2.764963114342251e-07
Dy-164       9.539150482236123e-08
Ho-165       1.350255742054668e-07
Er-162       1.3033198222533304e-22
Er-164       6.422590856473702e-13
Er-166       3.726681111449714e-08
Er-167       6.505940537733003e-09
Er-168       2.2078980433267288e-08
Er-170       2.6514838647237496e-09
Lu-175       1.0648751639949968e-10
Lu-176       4.994978607185905e-13
Hf-174       7.275449531740046e-22
Hf-176       2.683368641864515e-12
Hf-177       1.87826437754117e-11
Hf-178       2.3731241217903398e-11
Hf-179       1.0544439491118087e-11
Hf-180       4.493170782578623e-12
Ta-181       1.8108661791982695e-12
Ta-182       1.3563125765029706e-14
W-182       1.8059916097323682e-14
W-183       7.340937917419067e-13
W-184       3.639921050433484e-13
W-186       9.51505046528717e-14
Re-185       9.53678595227132e-14
Re-187       5.5285802654737684e-14
Ir-191       1.150625752603175e-16
Ir-193       8.624313838853887e-17
Au-197       5.118034203161859e-19
Hg-196       2.2912113472019568e-21
Hg-198       1.7087730507948959e-19
Hg-199       1.579760658176843e-19
Hg-200       1.656107693001921e-19
Hg-201       4.41762405020317e-23
Pb-206       2.0314950136064154e-19
Pb-207       6.970452449318531e-17
Pb-208       1.07956253281483e-13
Bi-209       1.5348982492677176e-18
Ra-223       4.715582108806389e-18
Ra-224       3.029444885251472e-15
Ra-225       2.529037589931034e-19
Ra-226       8.669649153755973e-18
Ac-225       1.5918925157654855e-19
Ac-226       3.4454020834443737e-23
Ac-227       3.906194407508344e-15
Th-227       8.00785359399172e-18
Th-228       6.03670866056389e-13
Th-229       5.143662070241915e-14
Th-230       1.5335704747490205e-12
Th-232       4.1241767872251153e-10
Th-234       1.0206857366912383e-11
Pa-231       1.3868241073949462e-10
Pa-232       4.91986840341934e-13
Pa-233       1.148352166098557e-11
U-232       1.0889024261758015e-10
U-233       2.7561052213202585e-10
U-234       7.248257437144812e-07
U-235       0.09818165018082864
U-236       0.01374446702463805
U-237       1.2315381491295261e-05
U-238       0.7020716899762628
Np-235       1.6977597977665255e-13
Np-236       4.626566649977579e-11
Np-237       0.0003773989899437808
Np-238       1.0058801413731649e-06
Np-239       8.849126072430531e-05
Pu-236       8.513117270086022e-14
Pu-237       5.245655160839085e-12
Pu-238       7.9702302845133e-05
Pu-239       0.004387267123193509
Pu-240       0.002066681038351886
Pu-241       0.0014952378062811583
Pu-242       0.00038159057402369474
Pu-243       3.872554421586014e-08
Pu-244       1.8535823224470355e-09
Pu-246       2.997823844145243e-28
Am-241       2.6326221910814372e-05
Am-242       1.0962597521047458e-07
Am-243       2.052284688604644e-05
Am-244       5.570259653276428e-10
Cm-240       9.711670226206548e-16
Cm-241       1.6353180180036925e-13
Cm-242       1.1321187584555833e-05
Cm-243       7.480990846103547e-08
Cm-244       1.914669044653116e-06
Cm-245       3.066395213124527e-08
Cm-246       7.824748031255791e-10
Cm-247       2.0234010456499745e-12
Cm-248       3.83256658214279e-14
Cm-249       1.861849082977827e-19
Cm-250       3.4179917245446964e-22
Bk-249       1.6475862907826118e-16
Cf-249       2.0961467194517374e-17
Cf-251       3.85150101055325e-24
