isotope       atom fraction
Ba-136       1.0339263028158559e-06
Ba-137       3.858289504413871e-06
Ba-138       0.0007225764506243207
Ba-140       6.906670980823964e-05
La-138       4.375243563802041e-10
La-139       0.0006880095007071957
La-140       9.121568821998341e-06
Ce-140       0.0006166025959334997
Ce-141       0.0001619952436303923
Ce-142       0.0006499293943556626
Ce-143       7.049570255357079e-06
Ce-144       0.0004946995226270385
Pr-141       0.00048272533260603493
Pr-142       8.98777065924277e-09
Pr-143       6.986735306811024e-05
Nd-142       5.772141479388212e-07
Nd-143       0.0005842677368669112
Nd-144       0.00011924820353718779
Nd-145       0.00044249860038968853
Nd-146       0.00034587134200987125
Nd-147       2.2136522344675606e-05
Nd-148       0.00019907340940461746
Nd-150       7.877735059034492e-05
Pm-147       0.00021034660470229576
Pm-148       5.206345089861218e-07
Pm-149       2.2415465510844467e-06
Pm-151       5.002211062259417e-07
Sm-147       1.3194975513881418e-05
Sm-148       6.693890442432509e-06
Sm-149       1.0022497059797312e-05
Sm-150       0.00011212006004708393
Sm-151       3.086186094562965e-05
Sm-152       5.153884135858795e-05
Sm-153       4.505968623879482e-07
Sm-154       1.0047681954526377e-05
Eu-151       2.904782116355628e-08
Eu-152       2.7540818888703332e-08
Eu-153       2.195740955544723e-05
Eu-154       8.846562500384603e-07
Eu-155       1.291512314573678e-06
Eu-156       8.884021621786678e-07
Eu-157       7.885399631690304e-09
Gd-152       6.066741103579979e-11
Gd-154       1.1635421364828464e-08
Gd-155       2.4459987993777697e-08
Gd-156       4.741361015408549e-06
Gd-157       1.1726068801813586e-07
Gd-158       1.716646066427972e-06
Gd-160       1.2472341783532624e-07
Tb-159       2.4284239251859705e-07
Tb-160       1.4452492766580737e-09
Dy-160       8.246889245240099e-10
Dy-161       3.3788763946055975e-08
Dy-162       2.4343882901470777e-08
Dy-163       1.2826385032900793e-08
Dy-164       7.2216094532138974e-09
Ho-165       3.656919450818437e-09
Er-162       2.973981478732134e-26
Er-164       6.007361122541881e-14
Er-166       1.3566384520986959e-09
Er-167       5.097986398387929e-10
Er-168       5.492189099026237e-10
Er-170       8.082969221026984e-11
Lu-175       3.6365351425214817e-12
Lu-176       1.1260193709424656e-14
Hf-174       1.1144815978698358e-25
Hf-176       2.924520891249781e-14
Hf-177       4.952932315172219e-13
Hf-178       3.7353563052688526e-13
Hf-179       1.7746804285419168e-13
Hf-180       8.601641672149375e-14
Ta-181       2.4582457499915075e-14
Ta-182       8.984052023161836e-16
W-182       4.557865872656921e-16
W-183       1.4143727775606338e-14
W-184       6.3536670630961744e-15
W-186       1.7724165156222284e-15
Re-185       1.1821262248677603e-15
Re-187       1.056429051716375e-15
Ir-191       5.530866551075857e-17
Ir-193       2.4378432576550363e-17
Au-197       1.1855084562176563e-22
Hg-196       2.213724970625623e-25
Hg-198       1.6616938990119164e-23
Hg-199       2.082090708572404e-23
Hg-200       1.5718010996666907e-23
Hg-201       7.806944593200373e-28
Pb-206       5.534885223808798e-22
Pb-207       8.871947419548339e-19
Pb-208       5.189352104933917e-16
Bi-209       1.4947280481799424e-21
Ra-223       3.122845118226357e-19
Ra-224       6.692726663903513e-17
Ra-225       1.2000920559091444e-21
Ra-226       1.3947612909430906e-19
Ac-225       6.244180961172922e-22
Ac-226       1.2606630915355115e-23
Ac-227       3.717445026346015e-16
Th-227       6.2208235624151705e-19
Th-228       1.423946674365582e-14
Th-229       3.2076645705467385e-16
Th-230       9.239219557664085e-14
Th-232       2.817371438404278e-11
Th-234       1.0337899225194891e-11
Pa-231       6.887077678245936e-11
Pa-232       1.8962134566442362e-13
Pa-233       5.722835456241741e-13
U-232       9.284315975662703e-12
U-233       5.791625677729146e-11
U-234       1.339718203329457e-07
U-235       0.15538352686253062
U-236       0.0038823469886929713
U-237       2.9474691491184312e-06
U-238       0.715299198010189
Np-235       2.3483141391001224e-15
Np-236       1.074749471528313e-12
Np-237       2.5704958259211273e-05
Np-238       5.2803541306895915e-08
Np-239       7.458056519034869e-05
Pu-236       1.7981651155762772e-16
Pu-237       8.536351878268717e-14
Pu-238       9.99622112269731e-07
Pu-239       0.0026612614591631006
Pu-240       0.0003832595456578369
Pu-241       8.008705603645391e-05
Pu-242       3.2277397501719282e-06
Pu-243       2.7605008548193296e-10
Pu-244       1.751741262693024e-12
Pu-246       2.020019489686002e-35
Am-241       4.5319081562484434e-07
Am-242       1.451459126152641e-09
Am-243       3.463641294807432e-08
Am-244       7.747728268517915e-13
Cm-240       8.873447602808375e-19
Cm-241       2.9705719713229645e-16
Cm-242       4.243145608741175e-08
Cm-243       5.349362560651184e-11
Cm-244       6.372169323303269e-10
Cm-245       2.367616497045901e-12
Cm-246       1.1205277910087632e-14
Cm-247       6.221387267640153e-18
Cm-248       2.459864129508393e-20
Cm-249       9.981219290096965e-26
Cm-250       3.808365223923871e-29
Bk-249       2.3968109724881503e-23
Cf-249       6.184646415798942e-25
Cf-251       6.738059474415831e-32
