isotope,atom_fraction
Bi-209,1.02069484066351E-17
Ra-223,7.86569357437873E-18
Ra-224,7.46487588431546E-15
Ra-225,1.0240602284894E-18
Ra-226,3.41340372408493E-17
Ac-225,6.62568459518058E-19
Ac-226,3.22032141930669E-23
Ac-227,6.35788158502485E-15
Th-227,1.31210104381433E-17
Th-228,1.47607729172003E-12
Th-229,2.00317888603904E-13
Th-230,4.72889744265347E-12
Th-232,8.80354530066876E-10
Th-234,1.00610542965615E-11
Pa-231,1.11170584224685E-10
Pa-232,5.16243215977002E-13
Pa-233,2.36133801149848E-11
U-232,1.90144412162673E-10
U-233,4.6050147880897E-10
U-234,2.05245907858137E-06
U-235,0.064747696902964
U-236,0.019038089887476
U-237,1.88428973935747E-05
U-238,0.691917370052634
Np-235,6.87962584575076E-13
Np-236,1.06753740094277E-10
Np-237,0.000747542682993
Np-238,2.55562094112272E-06
Np-239,9.92734834780326E-05
Pu-236,7.05543552490371E-13
Pu-237,2.13348306440032E-11
Pu-238,0.000288069011818
Pu-239,0.003801387462196
Pu-240,0.002441416050469
Pu-241,0.002120931077374
Pu-242,0.001197523231807
Pu-243,1.38157356331198E-07
Pu-244,1.421903643366E-08
Pu-246,4.21747673647453E-26
Am-241,4.0867268716174E-05
Am-242,2.249206927397E-07
Am-243,0.000107838850277
Am-244,3.42434578234046E-09
Cm-240,6.51232559930479E-15
Cm-241,5.9229825214924E-13
Cm-242,3.30297352518195E-05
Cm-243,3.83867959756391E-07
Cm-244,1.76963006656519E-05
Cm-245,4.11239477552187E-07
Cm-246,2.08798665925142E-08
Cm-247,8.54469240300134E-11
Cm-248,2.80431400581307E-12
Cm-249,1.523411016709E-17
Cm-250,4.51262124880491E-20
Bk-249,1.85483804805956E-14
Cf-249,3.42918466429552E-15
Cf-251,9.05245666078565E-22
